-358.22,-0.022807
-353.28,-0.0099658
-347.45,0.00521
-341.17,0.021553
-336.23,0.034394
-331.3,0.047235
-322.77,0.30814
-316.49,0.32449
-310.65,0.33966
-303.92,0.35717
-295.85,0.37818
-288.67,0.15814
-283.73,0.17098
-276.55,0.66711
-268.03,0.45056
-260.4,0.70913
-251.88,0.25386
-246.04,0.26904
-238.86,0.28771
-232.58,0.30406
-227.2,0.31806
-219.12,0.5778
-211.49,0.83638
-202.51,0.85972
-198.03,0.39394
-192.64,0.64668
-189.5,0.65485
-186.36,0.66302
-180.07,1.1568
-173.78,1.6506
-168.4,1.6646
-163.01,1.9174
-159.41,2.8816
-153.57,3.3742
-148.63,3.6258
-148.63,3.6258
-144.6,2.6814
-139.67,2.6942
-133.38,3.4268
-129.32,4.3922
-124.83,4.8813
-119,4.8965
-116.3,5.3809
-112.24,6.5851
-110.85,9.692
-109.03,11.845
-107.66,13.042
-105.84,15.196
-102.23,16.399
-99.515,18.077
-97.271,18.082
-93.202,20.242
-91.828,22.155
-90.01,23.831
-85.512,24.558
-81.929,24.09
-78.802,23.144
-76.545,24.104
-74.733,25.303
-72.03,26.026
-70.215,27.463
-67.509,28.425
-64.372,28.194
-63.036,27.482
-61.707,26.291
-59.473,25.581
-56.319,26.544
-54.921,30.129
-53.979,33.234
-53.007,38.489
-51.715,34.673
-51.739,33.001
-50.414,31.573
-49.054,32.531
-49.023,34.68
-45.872,35.404
-43.632,35.171
-42.333,31.832
-40.936,35.417
-38.668,37.094
-36.37,40.919
-34.983,43.787
-32.253,46.42
-28.204,47.147
-28.146,51.205
-22.792,49.071
