-358.27,0.22727
-343.64,0.22727
-328.14,0.22727
-311.78,0.22727
-296.29,-1.0836e-14
-278.21,0.22727
-257.56,-1.0836e-14
-238.6,0.45455
-222.25,0.45455
-216.21,0.90909
-210.17,1.1364
-205.86,1.5909
-197.23,2.0455
-189.47,2.5
-182.57,2.9545
-177.4,3.1818
-170.5,3.8636
-160.14,4.7727
-154.95,5.4545
-144.6,6.3636
-138.55,7.2727
-134.23,7.5
-130.77,8.1818
-125.58,9.0909
-122.12,9.5455
-116.93,10.455
-115.2,10.682
-111.75,10.909
-106.59,10.909
-104.87,10.682
-102.3,10.455
-98.005,10
-95.429,9.7727
-93.714,9.5455
-91.992,9.5455
-87.681,9.7727
-85.086,10.227
-80.762,10.909
-76.438,11.591
-73.842,12.045
-69.512,12.955
-66.036,14.091
-59.983,15
-55.646,16.136
-50.455,17.045
-45.264,17.955
-40.072,18.864
-34.861,20.455
-31.392,21.364
-27.909,22.727
-23.559,24.318
-19.215,25.682
-15.746,26.591
-11.409,27.727
-8.8131,28.182
